OrderId,Product,QuantityOrdered,PriceEach,OrderDate,CityStore,Category,OrderStatus
309815,Lightning Charging Cable,10,14.95,12/14/2019,Dallas,Cable,Cancelled
317300,AAA Batteries (4-pack),40,2.99,12/19/2019,San Francisco,Batteries,Completed
268127,Macbook Pro Laptop,5,1.7,10/24/2019,Boston,Laptop,Completed
231307,Apple Airpods Headphones,16,15000,7/1/2019,New York City,Headphones,Completed
231971,USB-C Charging Cable,12,11.95,7/30/2019,Boston,Cable,In Progress
187008,USB-C Charging Cable,12,11.95,4/17/2019,Los Angeles,Cable,Cancelled
280319,USB-C Charging Cable,8,11.95,11/26/2019,Boston,Cable,Completed
207712,USB-C Charging Cable,6,11.95,5/19/2019,New York City,Cable,Completed
293705,Apple Airpods Headphones,5,15000,11/21/2019,Dallas,Headphones,Completed
301708,27in 4K Gaming Monitor,9,389.99,12/4/2019,Dallas,Monitor,Completed
197762,AA Batteries (4-pack),8,3.84,5/25/2019,Los Angeles,Batteries,In Progress
316633,Flatscreen TV,20,30000,12/25/2019,Dallas,TV,Completed
253059,USB-C Charging Cable,12,11.95,9/5/2019,Boston,Cable,Completed
283216,34in Ultrawide Monitor,15,379.99,11/12/2019,Los Angeles,Monitor,Cancelled
262622,USB-C Charging Cable,5,11.95,10/4/2019,Los Angeles,Cable,Cancelled
308761,USB-C Charging Cable,3,11.95,12/10/2019,Dallas,Cable,Completed
164976,Wired Headphones,4,11.99,3/18/2019,Dallas,Headphones,Completed
203249,Wired Headphones,16,11.99,5/4/2019,San Francisco,Headphones,Completed
148586,Bose SoundSport Headphones,20,99.99,1/7/2019,Los Angeles,Headphones,Completed
185037,AAA Batteries (4-pack),2,2.99,4/20/2019,Dallas,Batteries,Completed
213619,Google Phone,4,60000,6/29/2019,New York City,Phone,In Progress
261851,Vareebadd Phone,6,40000,10/6/2019,New York City,Phone,Completed
221869,Google Phone,4,60000,6/6/2019,Los Angeles,Phone,Completed
257141,AA Batteries (4-pack),2,3.84,9/16/2019,Boston,Batteries,Completed
155267,Lightning Charging Cable,12,14.95,2/21/2019,Los Angeles,Cable,Completed
257114,AA Batteries (4-pack),10,3.84,9/23/2019,New York City,Batteries,Completed
152921,AA Batteries (4-pack),9,3.84,2/12/2019,Boston,Batteries,Completed
152799,Apple Airpods Headphones,10,15000,2/21/2019,Dallas,Headphones,Cancelled
209165,USB-C Charging Cable,2,11.95,5/21/2019,Boston,Cable,In Progress
282037,USB-C Charging Cable,20,11.95,11/23/2019,Dallas,Cable,Completed
228952,27in 4K Gaming Monitor,15,389.99,7/5/2019,San Francisco,Monitor,Completed
195246,AA Batteries (4-pack),10,3.84,5/16/2019,Boston,Batteries,Completed
282025,Wired Headphones,2,11.99,11/29/2019,San Francisco,Headphones,Completed
245601,USB-C Charging Cable,9,11.95,8/25/2019,San Francisco,Cable,Completed
216367,Apple Airpods Headphones,3,15000,6/28/2019,San Francisco,Headphones,Completed
204946,AAA Batteries (4-pack),24,2.99,5/20/2019,Boston,Batteries,Cancelled
192254,AA Batteries (4-pack),12,3.84,4/16/2019,Dallas,Batteries,Completed
145573,Google Phone,4,60000,1/28/2019,Boston,Phone,Completed
179782,AA Batteries (4-pack),10,3.84,4/4/2019,New York City,Batteries,Completed
286884,USB-C Charging Cable,12,11.95,11/16/2019,San Francisco,Cable,Completed
239819,AAA Batteries (4-pack),5,2.99,8/7/2019,San Francisco,Batteries,Completed
203392,USB-C Charging Cable,20,11.95,5/11/2019,San Francisco,Cable,Cancelled
188836,Wired Headphones,20,11.99,4/29/2019,New York City,Headphones,Cancelled
181244,Bose SoundSport Headphones,4,99.99,4/3/2019,Dallas,Headphones,Completed
315448,27in FHD Monitor,12,149.99,12/8/2019,New York City,Monitor,Completed
251100,Wired Headphones,5,11.99,9/8/2019,Los Angeles,Headphones,Completed
263158,34in Ultrawide Monitor,9,379.99,10/3/2019,Dallas,Monitor,Completed
164574,Lightning Charging Cable,12,14.95,3/29/2019,Dallas,Cable,In Progress
237872,Apple Airpods Headphones,20,15000,8/23/2019,Los Angeles,Headphones,Completed
271542,ThinkPad Laptop,12,999.99,10/20/2019,Dallas,Laptop,Cancelled
259222,Bose SoundSport Headphones,4,99.99,9/1/2019,New York City,Headphones,Cancelled
264730,AA Batteries (4-pack),8,3.84,10/6/2019,New York City,Batteries,Completed
230247,USB-C Charging Cable,25,11.95,7/18/2019,Boston,Cable,Completed
248873,Apple Airpods Headphones,15,15000,9/16/2019,New York City,Headphones,Completed
231962,27in 4K Gaming Monitor,16,389.99,7/16/2019,Dallas,Monitor,Completed
279423,Wired Headphones,10,11.99,11/13/2019,San Francisco,Headphones,Cancelled
182533,Macbook Pro Laptop,2,1.7,4/9/2019,Dallas,Laptop,Completed
220681,iPhone,1,70000,6/25/2019,New York City,Phone,Completed
256852,AAA Batteries (4-pack),6,2.99,9/2/2019,Los Angeles,Batteries,Completed
248870,Wired Headphones,20,11.99,9/24/2019,Boston,Headphones,Completed
191983,Bose SoundSport Headphones,10,99.99,4/14/2019,Dallas,Headphones,Completed
236928,iPhone,15,70000,8/22/2019,Boston,Phone,Completed
269580,Wired Headphones,4,11.99,10/23/2019,Dallas,Headphones,Completed
254908,Bose SoundSport Headphones,4,99.99,9/29/2019,Los Angeles,Headphones,Completed
212440,Vareebadd Phone,4,40000,6/23/2019,San Francisco,Phone,Completed
307192,Wired Headphones,20,11.99,12/1/2019,Los Angeles,Headphones,Cancelled
241010,Vareebadd Phone,9,40000,8/15/2019,Dallas,Phone,Cancelled
195785,USB-C Charging Cable,16,11.95,5/15/2019,Boston,Cable,Completed
201031,AA Batteries (4-pack),8,3.84,5/7/2019,New York City,Batteries,Completed
220303,27in FHD Monitor,8,149.99,6/19/2019,Dallas,Monitor,Completed
282683,iPhone,8,70000,11/7/2019,New York City,Phone,Completed
186216,27in FHD Monitor,16,149.99,4/7/2019,San Francisco,Monitor,Completed
208751,AA Batteries (4-pack),4,3.84,5/4/2019,Boston,Batteries,Completed
306936,Bose SoundSport Headphones,25,99.99,12/10/2019,Dallas,Headphones,Cancelled
283344,USB-C Charging Cable,6,11.95,11/18/2019,Los Angeles,Cable,Completed
310735,Lightning Charging Cable,8,14.95,12/8/2019,San Francisco,Cable,Completed
170865,iPhone,16,70000,3/2/2019,Boston,Phone,Cancelled
251499,USB-C Charging Cable,10,11.95,9/30/2019,Dallas,Cable,Completed
171675,USB-C Charging Cable,3,11.95,3/12/2019,New York City,Cable,Completed
209013,Apple Airpods Headphones,1,15000,5/17/2019,Boston,Headphones,Completed
231965,27in FHD Monitor,4,149.99,7/9/2019,San Francisco,Monitor,In Progress
276273,34in Ultrawide Monitor,6,379.99,10/29/2019,San Francisco,Monitor,Cancelled
181482,Wired Headphones,20,11.99,4/21/2019,New York City,Headphones,Completed
211106,Google Phone,8,60000,6/15/2019,Los Angeles,Phone,Completed
210996,Apple Airpods Headphones,3,15000,6/17/2019,Dallas,Headphones,Completed
233138,AA Batteries (4-pack),2,3.84,7/12/2019,New York City,Batteries,In Progress
182289,AAA Batteries (4-pack),12,2.99,4/26/2019,Los Angeles,Batteries,Completed
194469,27in FHD Monitor,5,149.99,5/9/2019,New York City,Monitor,Completed
153302,Google Phone,8,60000,2/6/2019,Dallas,Phone,Completed
256599,Google Phone,15,60000,9/7/2019,Boston,Phone,Cancelled
264596,Bose SoundSport Headphones,10,99.99,10/25/2019,Boston,Headphones,Completed
215310,AAA Batteries (4-pack),6,2.99,6/23/2019,Los Angeles,Batteries,Completed
157104,ThinkPad Laptop,5,999.99,2/9/2019,Boston,Laptop,Completed
307984,AA Batteries (4-pack),4,3.84,12/12/2019,San Francisco,Batteries,Completed
219517,Apple Airpods Headphones,4,15000,6/7/2019,Boston,Headphones,Completed
310994,27in 4K Gaming Monitor,16,389.99,12/29/2019,New York City,Monitor,Completed
294095,AAA Batteries (4-pack),6,2.99,11/17/2019,Los Angeles,Batteries,Completed
316886,USB-C Charging Cable,6,11.95,12/22/2019,Boston,Cable,In Progress
187532,27in 4K Gaming Monitor,4,389.99,4/30/2019,Los Angeles,Monitor,Completed
311539,Bose SoundSport Headphones,15,99.99,12/16/2019,Boston,Headphones,Completed
214670,AAA Batteries (4-pack),15,2.99,6/12/2019,San Francisco,Batteries,Completed
170621,Flatscreen TV,10,30000,3/20/2019,San Francisco,TV,In Progress
186603,Wired Headphones,10,11.99,4/23/2019,New York City,Headphones,Completed
295920,27in 4K Gaming Monitor,12,389.99,12/1/2019,Boston,Monitor,Completed
248352,Macbook Pro Laptop,16,1.7,9/18/2019,Los Angeles,Laptop,Completed
206521,Wired Headphones,3,11.99,5/19/2019,Dallas,Headphones,Completed
209933,AA Batteries (4-pack),10,3.84,6/7/2019,New York City,Batteries,In Progress
158813,Bose SoundSport Headphones,8,99.99,2/13/2019,Boston,Headphones,Completed
231313,Lightning Charging Cable,3,14.95,7/20/2019,San Francisco,Cable,Completed
269723,Apple Airpods Headphones,9,15000,10/12/2019,Boston,Headphones,Completed
205869,Flatscreen TV,3,30000,5/10/2019,San Francisco,TV,Completed
284642,AA Batteries (4-pack),5,3.84,11/30/2019,Dallas,Batteries,Completed
201165,AA Batteries (4-pack),9,3.84,5/10/2019,Boston,Batteries,Completed
249534,Wired Headphones,30,11.99,9/16/2019,San Francisco,Headphones,Completed
280447,Lightning Charging Cable,6,14.95,11/26/2019,Boston,Cable,Completed
248736,Lightning Charging Cable,8,14.95,9/23/2019,Dallas,Cable,Completed
271926,Apple Airpods Headphones,1,15000,10/23/2019,Los Angeles,Headphones,Completed
205083,34in Ultrawide Monitor,20,379.99,5/21/2019,San Francisco,Monitor,Completed
200507,USB-C Charging Cable,5,11.95,5/10/2019,Boston,Cable,Completed
226719,ThinkPad Laptop,1,999.99,7/23/2019,San Francisco,Laptop,Cancelled
145960,USB-C Charging Cable,6,11.95,1/5/2019,New York City,Cable,Completed
220175,AAA Batteries (4-pack),1,2.99,6/4/2019,Boston,Batteries,Completed
220550,LG Dryer,5,600,6/17/2019,Boston,Dryer,Completed
297629,Wired Headphones,32,11.99,12/20/2019,San Francisco,Headphones,Cancelled
247021,Wired Headphones,12,11.99,8/10/2019,Boston,Headphones,Completed
302753,AAA Batteries (4-pack),20,2.99,12/16/2019,Los Angeles,Batteries,Completed
293559,AA Batteries (4-pack),8,3.84,11/25/2019,Dallas,Batteries,Completed
297489,AAA Batteries (4-pack),2,2.99,12/16/2019,Dallas,Batteries,Cancelled
262634,Macbook Pro Laptop,6,1.7,10/31/2019,San Francisco,Laptop,Completed
151224,27in 4K Gaming Monitor,5,389.99,2/26/2019,Boston,Monitor,Completed
223569,Lightning Charging Cable,5,14.95,7/30/2019,Dallas,Cable,Completed
254518,AAA Batteries (4-pack),50,2.99,9/5/2019,Los Angeles,Batteries,Completed
203127,27in FHD Monitor,8,149.99,5/25/2019,Los Angeles,Monitor,Completed
185689,AAA Batteries (4-pack),8,2.99,4/28/2019,New York City,Batteries,Completed
171657,Vareebadd Phone,10,40000,3/30/2019,San Francisco,Phone,Completed
255563,USB-C Charging Cable,8,11.95,9/6/2019,New York City,Cable,Completed
266960,USB-C Charging Cable,4,11.95,10/6/2019,Dallas,Cable,Completed
243231,20in Monitor,12,109.99,8/13/2019,Los Angeles,Monitor,Cancelled
244940,27in 4K Gaming Monitor,5,389.99,8/29/2019,Dallas,Monitor,Completed
294488,ThinkPad Laptop,16,999.99,11/18/2019,Dallas,Laptop,Completed
256209,AA Batteries (4-pack),3,3.84,9/24/2019,Boston,Batteries,Completed
301035,Lightning Charging Cable,6,14.95,12/9/2019,San Francisco,Cable,Completed
264340,Lightning Charging Cable,15,14.95,10/28/2019,Los Angeles,Cable,Completed
207718,27in FHD Monitor,12,149.99,5/4/2019,San Francisco,Monitor,Completed
226323,Flatscreen TV,10,30000,7/5/2019,Los Angeles,TV,Completed
223039,Flatscreen TV,3,30000,7/27/2019,Los Angeles,TV,Completed
152007,Bose SoundSport Headphones,2,99.99,2/18/2019,Dallas,Headphones,Completed
219520,AAA Batteries (4-pack),15,2.99,6/11/2019,New York City,Batteries,Completed
201802,USB-C Charging Cable,4,11.95,5/19/2019,New York City,Cable,Completed
262226,USB-C Charging Cable,2,11.95,10/20/2019,Los Angeles,Cable,Completed
250695,AAA Batteries (4-pack),4,2.99,9/2/2019,Dallas,Batteries,Completed
230789,USB-C Charging Cable,12,11.95,7/14/2019,Los Angeles,Cable,Completed
242829,AAA Batteries (4-pack),6,2.99,8/24/2019,New York City,Batteries,Completed
311134,AAA Batteries (4-pack),4,2.99,12/15/2019,Dallas,Batteries,Completed
203243,AAA Batteries (4-pack),2,2.99,5/5/2019,Los Angeles,Batteries,Completed
186219,Wired Headphones,5,11.99,4/6/2019,Los Angeles,Headphones,Completed
229741,Wired Headphones,6,11.99,7/8/2019,Los Angeles,Headphones,Completed
208227,AAA Batteries (4-pack),6,2.99,5/3/2019,Dallas,Batteries,Completed
268660,27in FHD Monitor,10,149.99,10/22/2019,Boston,Monitor,Completed
213229,Bose SoundSport Headphones,15,99.99,6/21/2019,San Francisco,Headphones,Completed
178359,Wired Headphones,6,11.99,4/13/2019,Dallas,Headphones,Completed
208748,AAA Batteries (4-pack),24,2.99,5/7/2019,Los Angeles,Batteries,Completed
281239,Bose SoundSport Headphones,4,99.99,11/9/2019,Boston,Headphones,Cancelled
260154,AA Batteries (4-pack),16,3.84,10/15/2019,Dallas,Batteries,Cancelled
172720,34in Ultrawide Monitor,15,379.99,3/15/2019,San Francisco,Monitor,Completed
315597,Apple Airpods Headphones,6,15000,12/5/2019,New York City,Headphones,Cancelled
213074,Bose SoundSport Headphones,10,99.99,6/13/2019,San Francisco,Headphones,Completed
248858,27in FHD Monitor,15,149.99,9/7/2019,New York City,Monitor,Completed
256590,iPhone,10,70000,9/22/2019,Boston,Phone,Completed
180589,AAA Batteries (4-pack),8,2.99,4/26/2019,Dallas,Batteries,Completed
155925,AAA Batteries (4-pack),1,2.99,2/6/2019,New York City,Batteries,Completed
210064,Lightning Charging Cable,9,14.95,6/16/2019,New York City,Cable,Completed
316115,Apple Airpods Headphones,15,15000,12/5/2019,Los Angeles,Headphones,Cancelled
282296,Apple Airpods Headphones,5,15000,11/5/2019,Boston,Headphones,Completed
309550,Wired Headphones,16,11.99,12/1/2019,Los Angeles,Headphones,Completed
206274,AAA Batteries (4-pack),12,2.99,5/24/2019,New York City,Batteries,Completed
146505,AAA Batteries (4-pack),2,2.99,1/24/2019,Los Angeles,Batteries,Completed
248879,Lightning Charging Cable,20,14.95,9/18/2019,San Francisco,Cable,Completed
279807,ThinkPad Laptop,10,999.99,11/25/2019,Dallas,Laptop,Completed
282561,USB-C Charging Cable,6,11.95,11/21/2019,Los Angeles,Cable,In Progress
310729,Apple Airpods Headphones,20,15000,12/9/2019,New York City,Headphones,In Progress
269568,AA Batteries (4-pack),8,3.84,10/28/2019,New York City,Batteries,Completed
312051,Wired Headphones,25,11.99,12/10/2019,Boston,Headphones,Completed
165774,AAA Batteries (4-pack),12,2.99,3/7/2019,Los Angeles,Batteries,Cancelled
175977,USB-C Charging Cable,16,11.95,3/20/2019,Boston,Cable,Completed
278765,Lightning Charging Cable,5,14.95,10/9/2019,San Francisco,Cable,Cancelled
252002,Lightning Charging Cable,2,14.95,9/25/2019,New York City,Cable,Completed
280992,ThinkPad Laptop,9,999.99,11/27/2019,San Francisco,Laptop,Completed
240602,Wired Headphones,20,11.99,8/30/2019,New York City,Headphones,Completed
235642,Wired Headphones,24,11.99,7/12/2019,Los Angeles,Headphones,Completed
220690,USB-C Charging Cable,20,11.95,6/23/2019,Los Angeles,Cable,Completed
253193,Vareebadd Phone,12,40000,9/10/2019,New York City,Phone,Cancelled
232608,27in 4K Gaming Monitor,2,389.99,7/11/2019,Los Angeles,Monitor,Cancelled
224221,Wired Headphones,9,11.99,7/5/2019,Boston,Headphones,Completed
231176,Flatscreen TV,15,30000,7/4/2019,New York City,TV,Completed
269574,Wired Headphones,2,11.99,10/21/2019,San Francisco,Headphones,In Progress
158697,AA Batteries (4-pack),30,3.84,2/26/2019,San Francisco,Batteries,In Progress
265772,AAA Batteries (4-pack),12,2.99,10/18/2019,Dallas,Batteries,Completed
207959,Vareebadd Phone,6,40000,5/12/2019,Los Angeles,Phone,Completed
152653,AAA Batteries (4-pack),20,2.99,2/2/2019,New York City,Batteries,Cancelled
294491,AA Batteries (4-pack),20,3.84,11/23/2019,Dallas,Batteries,Completed
276255,Bose SoundSport Headphones,9,99.99,10/28/2019,Dallas,Headphones,Completed
251883,AAA Batteries (4-pack),3,2.99,9/8/2019,Dallas,Batteries,Completed
217156,Apple Airpods Headphones,25,15000,6/18/2019,Dallas,Headphones,In Progress
249403,Google Phone,15,60000,9/27/2019,Dallas,Phone,In Progress
169308,Lightning Charging Cable,15,14.95,3/31/2019,Los Angeles,Cable,Completed
218210,Apple Airpods Headphones,5,15000,6/16/2019,New York City,Headphones,Completed
210716,Macbook Pro Laptop,2,1.7,6/28/2019,Boston,Laptop,Completed
258186,AA Batteries (4-pack),5,3.84,9/10/2019,Boston,Batteries,Cancelled
190408,Bose SoundSport Headphones,4,99.99,4/9/2019,New York City,Headphones,Completed
292118,AAA Batteries (4-pack),10,2.99,11/19/2019,Dallas,Batteries,Cancelled
289757,Bose SoundSport Headphones,6,99.99,11/20/2019,New York City,Headphones,Completed
216218,AA Batteries (4-pack),4,3.84,6/24/2019,Dallas,Batteries,Completed
269452,USB-C Charging Cable,4,11.95,10/25/2019,Los Angeles,Cable,Completed
178600,Apple Airpods Headphones,4,15000,4/18/2019,San Francisco,Headphones,Completed
292770,Wired Headphones,10,11.99,11/26/2019,San Francisco,Headphones,Completed
258046,AAA Batteries (4-pack),12,2.99,9/29/2019,Los Angeles,Batteries,Completed
147163,USB-C Charging Cable,8,11.95,1/29/2019,New York City,Cable,Completed
295128,Lightning Charging Cable,30,14.95,11/21/2019,Dallas,Cable,Completed
285824,Lightning Charging Cable,4,14.95,11/9/2019,Dallas,Cable,Completed
150816,Flatscreen TV,6,30000,2/15/2019,Dallas,TV,Completed
149131,Wired Headphones,6,11.99,1/30/2019,Boston,Headphones,Completed
163285,USB-C Charging Cable,12,11.95,3/6/2019,New York City,Cable,Completed
263935,Bose SoundSport Headphones,20,99.99,10/14/2019,San Francisco,Headphones,Completed
143340,Lightning Charging Cable,4,14.95,1/1/2019,New York City,Cable,In Progress
238512,Macbook Pro Laptop,3,1.7,8/16/2019,New York City,Laptop,In Progress
159724,Wired Headphones,16,11.99,2/27/2019,Boston,Headphones,Completed
156184,Lightning Charging Cable,60,14.95,2/6/2019,Boston,Cable,Cancelled
198664,Lightning Charging Cable,20,14.95,5/24/2019,Los Angeles,Cable,Completed
185820,ThinkPad Laptop,20,999.99,4/23/2019,Los Angeles,Laptop,In Progress
186987,Lightning Charging Cable,4,14.95,4/17/2019,San Francisco,Cable,Completed
201281,Apple Airpods Headphones,20,15000,5/5/2019,Dallas,Headphones,Completed
165500,Wired Headphones,4,11.99,3/3/2019,Boston,Headphones,Completed
272194,Lightning Charging Cable,1,14.95,10/2/2019,New York City,Cable,Completed
297906,Apple Airpods Headphones,4,15000,12/30/2019,Dallas,Headphones,Completed
242972,Wired Headphones,2,11.99,8/13/2019,Los Angeles,Headphones,Completed
243880,AA Batteries (4-pack),5,3.84,8/30/2019,Dallas,Batteries,Cancelled
200096,AA Batteries (4-pack),4,3.84,5/5/2019,Los Angeles,Batteries,Completed
169567,34in Ultrawide Monitor,25,379.99,3/1/2019,Boston,Monitor,Cancelled
214265,27in FHD Monitor,15,149.99,6/16/2019,San Francisco,Monitor,Completed
295807,20in Monitor,4,109.99,12/23/2019,New York City,Monitor,Cancelled
284261,27in FHD Monitor,6,149.99,11/14/2019,San Francisco,Monitor,Cancelled
272459,USB-C Charging Cable,10,11.95,10/21/2019,Dallas,Cable,In Progress
235758,AA Batteries (4-pack),5,3.84,7/3/2019,Los Angeles,Batteries,Completed
236425,Lightning Charging Cable,20,14.95,7/12/2019,San Francisco,Cable,In Progress
258582,USB-C Charging Cable,12,11.95,9/24/2019,Los Angeles,Cable,Completed
274293,USB-C Charging Cable,1,11.95,10/10/2019,Boston,Cable,Cancelled
256992,Apple Airpods Headphones,6,15000,9/16/2019,San Francisco,Headphones,Completed
264855,27in FHD Monitor,3,149.99,10/17/2019,Los Angeles,Monitor,In Progress
228434,Bose SoundSport Headphones,3,99.99,7/2/2019,Los Angeles,Headphones,Completed
309571,iPhone,8,70000,12/20/2019,New York City,Phone,Completed
211779,20in Monitor,15,109.99,6/7/2019,Los Angeles,Monitor,Cancelled
193558,Wired Headphones,25,11.99,4/10/2019,Los Angeles,Headphones,Completed
233665,AAA Batteries (4-pack),12,2.99,7/27/2019,San Francisco,Batteries,Completed
165363,27in 4K Gaming Monitor,5,389.99,3/7/2019,San Francisco,Monitor,Completed
311530,AA Batteries (4-pack),4,3.84,12/4/2019,Dallas,Batteries,Completed
194594,iPhone,4,70000,5/8/2019,Boston,Phone,Completed
168135,Wired Headphones,8,11.99,3/28/2019,San Francisco,Headphones,Completed
233546,Bose SoundSport Headphones,2,99.99,7/21/2019,Boston,Headphones,Completed
199590,Lightning Charging Cable,25,14.95,5/2/2019,New York City,Cable,Completed
144796,Lightning Charging Cable,2,14.95,1/22/2019,New York City,Cable,Completed
268532,AA Batteries (4-pack),3,3.84,10/22/2019,New York City,Batteries,Completed
266579,iPhone,20,70000,10/23/2019,Los Angeles,Phone,In Progress
317821,Lightning Charging Cable,6,14.95,12/19/2019,New York City,Cable,Cancelled
168126,AAA Batteries (4-pack),3,2.99,3/28/2019,Boston,Batteries,Completed
300916,27in 4K Gaming Monitor,2,389.99,12/14/2019,Dallas,Monitor,Completed
271679,Bose SoundSport Headphones,5,99.99,10/22/2019,San Francisco,Headphones,Cancelled
174402,Lightning Charging Cable,16,14.95,3/23/2019,Los Angeles,Cable,Cancelled
267731,Wired Headphones,3,11.99,10/23/2019,Boston,Headphones,Completed
185567,Lightning Charging Cable,16,14.95,4/6/2019,Los Angeles,Cable,Completed
197217,AAA Batteries (4-pack),9,2.99,5/17/2019,Los Angeles,Batteries,Completed
149783,USB-C Charging Cable,4,11.95,1/1/2019,San Francisco,Cable,Cancelled
248876,Lightning Charging Cable,1,14.95,9/2/2019,Dallas,Cable,Completed
212163,Wired Headphones,8,11.99,6/26/2019,Dallas,Headphones,Cancelled
214798,Bose SoundSport Headphones,5,99.99,6/18/2019,Boston,Headphones,Completed
169573,Lightning Charging Cable,6,14.95,3/27/2019,Dallas,Cable,Completed
294619,AA Batteries (4-pack),24,3.84,11/8/2019,Dallas,Batteries,In Progress
264983,USB-C Charging Cable,12,11.95,10/26/2019,Dallas,Cable,Completed
240861,34in Ultrawide Monitor,3,379.99,8/26/2019,Dallas,Monitor,Completed
180443,USB-C Charging Cable,3,11.95,4/26/2019,Los Angeles,Cable,Cancelled
227106,USB-C Charging Cable,10,11.95,7/25/2019,San Francisco,Cable,In Progress
149896,Flatscreen TV,12,30000,1/17/2019,Boston,TV,Cancelled
156723,Wired Headphones,15,11.99,2/1/2019,Boston,Headphones,Cancelled
163532,Bose SoundSport Headphones,4,99.99,3/7/2019,Dallas,Headphones,Completed
182545,Lightning Charging Cable,6,14.95,4/28/2019,New York City,Cable,Completed
229482,Flatscreen TV,6,30000,7/28/2019,Dallas,TV,Cancelled
171017,Lightning Charging Cable,16,14.95,3/14/2019,New York City,Cable,Completed
186862,AAA Batteries (4-pack),32,2.99,4/25/2019,Los Angeles,Batteries,Completed
273510,Macbook Pro Laptop,12,1.7,10/7/2019,Los Angeles,Laptop,Completed
276672,Bose SoundSport Headphones,4,99.99,10/26/2019,Boston,Headphones,Completed
